NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,A,AUPPER,ALOWER,UA,PER,PERUPPER,PERLOWER,UPER,ECC,ECCUPPER,ECCLOWER,UECC,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,FE,FEUPPER,FELOWER,UFE,TRANSITREF,TRANSITURL
,mjupiter,mjupiter,mjupiter,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,au,au,au,au,day,day,day,day,,,,,g/cm^3,g/cm^3,g/cm^3,g/cm^3,msun,msun,msun,msun,rsun,rsun,rsun,rsun,,,,,k,k,k,k,,,,,,
WASP-67 b,0.41931,0.0329627,0.0329627,0.0329627,1.4,0.3,0.2,0.25,0.0517914,0.00086319,0.00086319,0.00086319,4.61442,0.00001,0.00001,0.00001,0,,,,0.21216,0.10608,0.10608,0.10608,0.87,0.04,0.04,0.04,0.87,0.04,0.04,0.04,4.35,0.15,0.15,0.15,5200,100,100,100,-0.07,0.09,0.09,0.09,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
Kepler-222 c,0.0710944,0.0505814,0.0505814,0.0505814,0.413953,0.184673,0.184673,0.184673,0.0913762,0.00152294,0.00152294,0.00152294,10.08881,0.000011,0.000011,0.000011,,,,,,,,,,,,,0.869,0.38,0.38,0.38,4.551,0.3,0.3,0.3,5433,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-5 b,0.237663,0.013629,0.013629,0.013629,0.912,0.025,0.025,0.025,0.0542014,0.000903357,0.000903357,0.000903357,4.763387,0.00001,0.00001,0.00001,0.019,0.019,0.019,0.019,0.415453,0.041653,0.041653,0.041653,0.936,0.028,0.028,0.028,0.871,0.023,0.023,0.023,4.53,0.02,0.02,0.02,5304,50,50,50,0.19,0.08,0.08,0.08,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z
HAT-P-37 b,1.17362,0.105162,0.105162,0.105162,1.178,0.077,0.077,0.077,0.0379273,0.000632121,0.000632121,0.000632121,2.79736,0.000007,0.000007,0.000007,0.058,0.038,0.038,0.038,0.89,0.19,0.19,0.19,0.929,0.043,0.043,0.043,0.877,0.059,0.044,0.0515,4.52,0.05,0.05,0.05,5500,100,100,100,0.03,0.1,0.1,0.1,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
Kepler-271 b,0.00192504,0.000967532,0.000967532,0.000967532,0.0794005,0.0142742,0.0142742,0.0142742,0.0588746,0.000981244,0.000981244,0.000981244,5.217738,0.000043,0.000043,0.000043,,,,,,,,,,,,,0.88,0.158,0.158,0.158,4.493,0.15,0.15,0.15,5524,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-160 c,0.0400599,0.0265116,0.0265116,0.0265116,0.322063,0.157909,0.157909,0.157909,0.112047,0.00186745,0.00186745,0.00186745,13.699087,0.000031,0.000031,0.000031,,,,,,,,,,,,,0.884,0.43,0.43,0.43,4.51,0.3,0.3,0.3,5857,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-384 b,0.00436179,0.00304125,0.00304125,0.00304125,0.0999197,0.0285485,0.0285485,0.0285485,0.156426,0.00260709,0.00260709,0.00260709,22.597053,0.000243,0.000243,0.000243,,,,,,,,,,,,,0.882,0.251,0.251,0.251,4.475,0.15,0.15,0.15,5577,145,145,145,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-262 b,0.00850717,0.00735275,0.00735275,0.00735275,0.121331,0.0526363,0.0526363,0.0526363,0.108539,0.00180899,0.00180899,0.00180899,13.060855,0.000164,0.000164,0.000164,,,,,,,,,,,,,0.881,0.361,0.361,0.361,4.541,0.3,0.3,0.3,5841,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-384 c,0.00450004,0.00317949,0.00317949,0.00317949,0.100812,0.0294406,0.0294406,0.0294406,0.248874,0.00414791,0.00414791,0.00414791,45.348269,0.000779,0.000779,0.000779,,,,,,,,,,,,,0.882,0.251,0.251,0.251,4.475,0.15,0.15,0.15,5577,145,145,145,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-262 c,0.0121773,0.00965708,0.00965708,0.00965708,0.146311,0.0606655,0.0606655,0.0606655,0.152976,0.0025496,0.0025496,0.0025496,21.853722,0.000187,0.000187,0.000187,,,,,,,,,,,,,0.881,0.361,0.361,0.361,4.541,0.3,0.3,0.3,5841,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-404 c,0.0127076,0.0109317,0.0109317,0.0109317,0.153448,0.0758319,0.0758319,0.0758319,0.117713,0.00196188,0.00196188,0.00196188,14.751166,0.000261,0.000261,0.000261,,,,,,,,,,,,,0.884,0.331,0.331,0.331,4.543,0.3,0.3,0.3,5654,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-310 d,0.019315,0.0116239,0.0116239,0.0116239,0.220359,0.102596,0.102596,0.102596,0.401368,0.00668946,0.00668946,0.00668946,92.876125,0.000785,0.000785,0.000785,,,,,,,,,,,,,0.876,0.406,0.406,0.406,4.521,0.3,0.3,0.3,5797,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-160 b,0.0115417,0.0103337,0.0103337,0.0103337,0.13739,0.0678027,0.0678027,0.0678027,0.0518266,0.000863777,0.000863777,0.000863777,4.309427,0.000017,0.000017,0.000017,,,,,,,,,,,,,0.884,0.43,0.43,0.43,4.51,0.3,0.3,0.3,5857,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-75 b,9.98479,0.49759,0.49759,0.49759,1.03,0.06,0.06,0.06,0.0807413,0.00183503,0.00183503,0.00183503,8.884924,0.000002,0.000002,0.000002,0.569,0.01,0.01,0.01,11,2,2,2,0.88,0.06,0.06,0.06,0.88,0.04,0.04,0.04,4.5,0.1,0.1,0.1,5330,120,120,120,-0.07,0.15,0.15,0.15,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H
Kepler-310 b,0.00538981,0.00481643,0.00481643,0.00481643,0.106165,0.0499599,0.0499599,0.0499599,0.113307,0.00188844,0.00188844,0.00188844,13.930698,0.000108,0.000108,0.000108,,,,,,,,,,,,,0.876,0.406,0.406,0.406,4.521,0.3,0.3,0.3,5797,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-404 b,0.00674351,0.00583109,0.00583109,0.00583109,0.113302,0.0490677,0.0490677,0.0490677,0.101608,0.00169346,0.00169346,0.00169346,11.829851,0.000209,0.000209,0.000209,,,,,,,,,,,,,0.884,0.331,0.331,0.331,4.543,0.3,0.3,0.3,5654,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-89 b,5.82191,0.349242,0.349242,0.349242,1.04,0.04,0.04,0.04,0.0427555,0.00123929,0.00123929,0.00123929,3.3564227,0.0000025,0.0000025,0.0000025,0.193,0.009,0.009,0.009,7.01,0.44,0.44,0.44,0.92,0.08,0.08,0.08,0.88,0.03,0.03,0.03,4.31,0.16,0.16,0.16,4955,100,100,100,0.15,0.14,0.14,0.14,Hellier 2015,http://adsabs.harvard.edu/abs/2015AJ....150...18H
Kepler-310 c,0.0344212,0.0211597,0.0211597,0.0211597,0.301543,0.140958,0.140958,0.140958,0.28808,0.00480133,0.00480133,0.00480133,56.47542,0.000207,0.000207,0.000207,,,,,,,,,,,,,0.876,0.406,0.406,0.406,4.521,0.3,0.3,0.3,5797,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-271 c,0.00291583,0.00147519,0.00147519,0.00147519,0.089214,0.0160585,0.0160585,0.0160585,0.0743912,0.00123985,0.00123985,0.00123985,7.410935,0.000049,0.000049,0.000049,,,,,,,,,,,,,0.88,0.158,0.158,0.158,4.493,0.15,0.15,0.15,5524,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-153 c,0.0200225,0.017001,0.017001,0.017001,0.225711,0.135605,0.135605,0.135605,0.254528,0.00424214,0.00424214,0.00424214,46.90232,0.000215,0.000215,0.000215,,,,,,,,,,,,,0.892,0.537,0.537,0.537,4.446,0.3,0.3,0.3,5404,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-53 c,0.0299365,0.0299365,0.0299365,0.0299365,0.282556,,,,0.221868,0.00369779,0.00369779,0.00369779,38.5583038,0.00041,0.00041,0.00041,,,,,,,,,0.98,,,,0.89,,,,4.53,,,,5858,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-153 b,0.0255184,0.0205866,0.0205866,0.0205866,0.260505,0.157017,0.157017,0.157017,0.138715,0.00231192,0.00231192,0.00231192,18.870227,0.000039,0.000039,0.000039,,,,,,,,,,,,,0.892,0.537,0.537,0.537,4.446,0.3,0.3,0.3,5404,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-322 b,0.00302153,0.0010186,0.0010186,0.0010186,0.0901062,0.00981354,0.00981354,0.00981354,0.0273702,0.000456169,0.000456169,0.000456169,1.653888,0.000006,0.000006,0.000006,,,,,,,,,,,,,0.89,0.096,0.096,0.096,4.501,0.15,0.15,0.15,5388,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-48 b,0.0123966,0.0066073,0.0066073,0.0066073,0.17133,0.00911328,0.00911328,0.00911328,0.0532027,,,,4.778,,,,0,,,,3.23,1.84,1.84,1.84,0.88,0.06,0.06,0.06,0.89,0.05,0.05,0.05,4.487,0.05,0.05,0.05,5194,73,73,73,0.17,0.07,0.07,0.07,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-48 d,0.0151,0.000879213,0.000879213,0.000879213,0.181997,0.0098135,0.0098135,0.0098135,0.229818,,,,42.8961,,,,0,,,,5.08,3.12,3.12,3.12,0.88,0.06,0.06,0.06,0.89,0.05,0.05,0.05,4.487,0.05,0.05,0.05,5194,73,73,73,0.17,0.07,0.07,0.07,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-176 c,0.0208911,0.0141477,0.0141477,0.0141477,0.231956,0.118655,0.118655,0.118655,0.106865,0.00178108,0.00178108,0.00178108,12.759712,0.000033,0.000033,0.000033,,,,,,,,,,,,,0.891,0.456,0.456,0.456,4.474,0.3,0.3,0.3,5232,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-280 c,0.0148535,0.0114984,0.0114984,0.0114984,0.17932,0.0865376,0.0865376,0.0865376,0.0557436,0.000929059,0.000929059,0.000929059,4.807091,0.000009,0.000009,0.000009,,,,,,,,,,,,,0.886,0.426,0.426,0.426,4.537,0.3,0.3,0.3,5744,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-322 c,0.0123736,0.000844622,0.000844622,0.000844622,0.148987,0.0160585,0.0160585,0.0160585,0.0520493,0.000867489,0.000867489,0.000867489,4.337234,0.000009,0.000009,0.000009,,,,,,,,,,,,,0.89,0.096,0.096,0.096,4.501,0.15,0.15,0.15,5388,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-251 c,0.0232079,0.00592705,0.00592705,0.00592705,0.247123,0.0437149,0.0437149,0.0437149,0.126914,0.00211523,0.00211523,0.00211523,16.514043,0.000054,0.000054,0.000054,,,,,,,,,,,,,0.89,0.155,0.155,0.155,4.486,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-176 d,0.019783,0.0143934,0.0143934,0.0143934,0.223927,0.117763,0.117763,0.117763,0.170666,0.00284443,0.00284443,0.00284443,25.751974,0.000115,0.000115,0.000115,,,,,,,,,,,,,0.891,0.456,0.456,0.456,4.474,0.3,0.3,0.3,5232,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-85 d,0.00554835,0.00252681,0.00252681,0.00252681,0.107057,0.0169507,0.0169507,0.0169507,0.133985,0.00223308,0.00223308,0.00223308,17.91323,0.000266,0.000266,0.000266,,,,,,,,,,,,,0.893,0.13,0.13,0.13,4.494,0.15,0.15,0.15,5436,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-251 b,0.00789025,0.00392632,0.00392632,0.00392632,0.118655,0.0214114,0.0214114,0.0214114,0.0556186,0.000926977,0.000926977,0.000926977,4.790936,0.000037,0.000037,0.000037,,,,,,,,,,,,,0.89,0.155,0.155,0.155,4.486,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-405 c,0.071727,0.928273,0.928273,0.928273,0.415737,2.37755,2.37755,2.37755,0.187804,0.00313044,0.00313044,0.00313044,29.726682,0.011477,0.011477,0.011477,,,,,,,,,,,,,0.893,0.425,0.425,0.425,4.536,0.3,0.3,0.3,5818,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-405 b,0.015437,0.0114732,0.0114732,0.0114732,0.185565,0.0883219,0.0883219,0.0883219,0.0945195,0.00157533,0.00157533,0.00157533,10.613839,0.000111,0.000111,0.000111,,,,,,,,,,,,,0.893,0.425,0.425,0.425,4.536,0.3,0.3,0.3,5818,250,250,250,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-53 b,0.0249941,0.0249941,0.0249941,0.0249941,0.257599,,,,0.136705,0.00227842,0.00227842,0.00227842,18.6489525,0.00016,0.00016,0.00016,,,,,,,,,0.98,,,,0.89,,,,4.53,,,,5858,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-176 b,0.0100631,0.00923617,0.00923617,0.00923617,0.127576,0.0651262,0.0651262,0.0651262,0.0604835,0.00100806,0.00100806,0.00100806,5.433074,0.000024,0.000024,0.000024,,,,,,,,,,,,,0.891,0.456,0.456,0.456,4.474,0.3,0.3,0.3,5232,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-280 b,0.010538,0.0094854,0.0094854,0.0094854,0.12936,0.0624498,0.0624498,0.0624498,0.0324953,0.000541588,0.000541588,0.000541588,2.139542,0.000006,0.000006,0.000006,,,,,,,,,,,,,0.886,0.426,0.426,0.426,4.537,0.3,0.3,0.3,5744,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-251 d,0.0232079,0.00592705,0.00592705,0.00592705,0.247123,0.0437149,0.0437149,0.0437149,0.189511,0.00315852,0.00315852,0.00315852,30.133001,0.000161,0.000161,0.000161,,,,,,,,,,,,,0.89,0.155,0.155,0.155,4.486,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-48 c,0.045968,0.00723657,0.00723657,0.00723657,0.24177,0.01249,0.01249,0.01249,0.0851485,,,,9.67395,,,,,,,,4.01,0.91,0.91,0.91,0.88,0.06,0.06,0.06,0.89,0.05,0.05,0.05,4.487,0.05,0.05,0.05,5194,73,73,73,0.17,0.07,0.07,0.07,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-85 e,0.00674351,0.00303114,0.00303114,0.00303114,0.113302,0.0178428,0.0178428,0.0178428,0.168293,0.00280488,0.00280488,0.00280488,25.216751,0.000718,0.000718,0.000718,,,,,,,,,,,,,0.893,0.13,0.13,0.13,4.494,0.15,0.15,0.15,5436,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-251 e,0.0232079,0.00592705,0.00592705,0.00592705,0.247123,0.0437149,0.0437149,0.0437149,0.420626,0.00701043,0.00701043,0.00701043,99.640161,0.001074,0.001074,0.001074,,,,,,,,,,,,,0.89,0.155,0.155,0.155,4.486,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-39 b,0.284338,0.0313727,0.0313727,0.0313727,1.27,0.04,0.04,0.04,0.0485835,0.000809725,0.000809725,0.000809725,4.055259,0.000009,0.000009,0.000009,0,,,,0.1862,0.0532,0.0532,0.0532,0.93,0.03,0.03,0.03,0.895,0.023,0.023,0.023,4.4,0.2,0.2,0.2,5400,150,150,150,-0.12,0.1,0.1,0.1,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F
HATS-2 b,1.34915,0.152111,0.152111,0.152111,1.168,0.03,0.03,0.03,0.0229834,0.000383057,0.000383057,0.000383057,1.354133,0.000001,0.000001,0.000001,0,,,,3.39,0.05,0.05,0.05,0.882,0.037,0.037,0.037,0.898,0.019,0.019,0.019,4.48,0.02,0.02,0.02,5227,95,95,95,0.15,0.05,0.05,0.05,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140
Kepler-281 b,0.0239491,0.011376,0.011376,0.011376,0.251584,0.0999197,0.0999197,0.0999197,0.117153,0.00195255,0.00195255,0.00195255,14.646008,0.000139,0.000139,0.000139,,,,,,,,,,,,,0.899,0.347,0.347,0.347,4.531,0.3,0.3,0.3,5723,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-282 c,0.00554835,0.00346522,0.00346522,0.00346522,0.107057,0.0258721,0.0258721,0.0258721,0.111718,0.00186197,0.00186197,0.00186197,13.638723,0.000491,0.000491,0.000491,,,,,,,,,,,,,0.904,0.215,0.215,0.215,4.459,0.15,0.15,0.15,5602,155,155,155,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-295 d,0.00850717,0.00790166,0.00790166,0.00790166,0.121331,0.0642341,0.0642341,0.0642341,0.204929,0.00341548,0.00341548,0.00341548,33.884054,0.000685,0.000685,0.000685,,,,,,,,,,,,,0.898,0.473,0.473,0.473,4.444,0.3,0.3,0.3,5603,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-259 b,0.0236491,0.013586,0.013586,0.013586,0.249799,0.122223,0.122223,0.122223,0.0790333,0.00131722,0.00131722,0.00131722,8.115317,0.000022,0.000022,0.000022,,,,,,,,,,,,,0.898,0.435,0.435,0.435,4.532,0.3,0.3,0.3,5938,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-41 b,0.932493,0.0588469,0.0588469,0.0588469,1.2,0.06,0.06,0.06,0.0404959,0.00127882,0.00127882,0.00127882,3.052401,0.000004,0.000004,0.000004,0,,,,0.663,0.10608,0.10608,0.10608,0.95,0.09,0.09,0.09,0.9,0.05,0.05,0.05,4.4,0.2,0.2,0.2,5450,150,150,150,-0.08,0.09,0.09,0.09,Maxted 2011,http://adsabs.harvard.edu/abs/2011PASP..123..547M
Kepler-82 c,0.095206,0.0699607,0.0699607,0.0699607,0.477,0.218,0.218,0.218,0.256743,,,,51.538,,,,,,,,,,,,0.85,0.63,1.6600000000000001,1.145,0.9,0.41,0.41,0.41,4.49,0.3,0.3,0.3,5512,,,,-0.014,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-300 c,0.0169862,0.0112762,0.0112762,0.0112762,0.200732,0.0927826,0.0927826,0.0927826,0.23162,0.00386033,0.00386033,0.00386033,40.714955,0.000245,0.000245,0.000245,,,,,,,,,,,,,0.9,0.41,0.41,0.41,4.532,0.3,0.3,0.3,5986,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-295 c,0.00508144,0.00472236,0.00472236,0.00472236,0.10438,0.0553127,0.0553127,0.0553127,0.151444,0.00252407,0.00252407,0.00252407,21.526258,0.000336,0.000336,0.000336,,,,,,,,,,,,,0.898,0.473,0.473,0.473,4.444,0.3,0.3,0.3,5603,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-319 c,0.0212781,0.0041945,0.0041945,0.0041945,0.234633,0.0330092,0.0330092,0.0330092,0.0712147,0.00118691,0.00118691,0.00118691,6.941357,0.000007,0.000007,0.000007,,,,,,,,,,,,,0.903,0.125,0.125,0.125,4.487,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-301 c,0.00829825,0.00772489,0.00772489,0.00772489,0.120439,0.0642341,0.0642341,0.0642341,0.0603792,0.00100632,0.00100632,0.00100632,5.419026,0.000032,0.000032,0.000032,,,,,,,,,,,,,0.9,0.481,0.481,0.481,4.525,0.3,0.3,0.3,5815,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-319 d,0.0173806,0.00308257,0.00308257,0.00308257,0.2043,0.0312249,0.0312249,0.0312249,0.196363,0.00327272,0.00327272,0.00327272,31.781925,0.000105,0.000105,0.000105,,,,,,,,,,,,,0.903,0.125,0.125,0.125,4.487,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-259 c,0.0222169,0.0130629,0.0130629,0.0130629,0.240878,0.11687,0.11687,0.11687,0.217013,0.00361689,0.00361689,0.00361689,36.924931,0.000181,0.000181,0.000181,,,,,,,,,,,,,0.898,0.435,0.435,0.435,4.532,0.3,0.3,0.3,5938,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-301 b,0.00829825,0.00772489,0.00772489,0.00772489,0.120439,0.0642341,0.0642341,0.0642341,0.0361317,0.000602195,0.000602195,0.000602195,2.508553,0.000012,0.000012,0.000012,,,,,,,,,,,,,0.9,0.481,0.481,0.481,4.525,0.3,0.3,0.3,5815,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-295 b,0.00587447,0.00544349,0.00544349,0.00544349,0.108841,0.057097,0.057097,0.057097,0.106224,0.0017704,0.0017704,0.0017704,12.645164,0.000181,0.000181,0.000181,,,,,,,,,,,,,0.898,0.473,0.473,0.473,4.444,0.3,0.3,0.3,5603,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-282 b,0.00302153,0.00191889,0.00191889,0.00191889,0.0901062,0.0223035,0.0223035,0.0223035,0.0860552,0.00143425,0.00143425,0.00143425,9.220524,0.000341,0.000341,0.000341,,,,,,,,,,,,,0.904,0.215,0.215,0.215,4.459,0.15,0.15,0.15,5602,155,155,155,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-370 c,0.0140679,0.0109379,0.0109379,0.0109379,0.170399,0.0794005,0.0794005,0.0794005,0.139463,0.00232438,0.00232438,0.00232438,19.02293,0.000177,0.000177,0.000177,,,,,,,,,,,,,0.9,0.416,0.416,0.416,4.531,0.3,0.3,0.3,5852,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-319 b,0.0121124,0.00273623,0.00273623,0.00273623,0.145419,0.0205192,0.0205192,0.0205192,0.0522529,0.000870882,0.000870882,0.000870882,4.362705,0.000009,0.000009,0.000009,,,,,,,,,,,,,0.903,0.125,0.125,0.125,4.487,0.15,0.15,0.15,5526,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-300 b,0.0123736,0.0102905,0.0102905,0.0102905,0.148987,0.0678027,0.0678027,0.0678027,0.0935225,0.00155871,0.00155871,0.00155871,10.446347,0.000043,0.000043,0.000043,,,,,,,,,,,,,0.9,0.41,0.41,0.41,4.532,0.3,0.3,0.3,5986,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-82 b,0.0517963,0.0354189,0.0354189,0.0354189,0.357,0.162,0.162,0.162,0.16455,,,,26.444,,,,,,,,,,,,0.85,0.63,1.6600000000000001,1.145,0.9,0.41,0.41,0.41,4.49,0.3,0.3,0.3,5512,,,,-0.014,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
CoRoT-29 b,0.85,0.2,0.2,0.2,0.9,0.16,0.16,0.16,0.0389589,0.00187431,0.00187431,0.00187431,2.85057,0.000006,0.000006,0.000006,0.082,0.081,0.081,0.081,1.45,0.74,0.74,0.74,0.97,0.14,0.14,0.14,0.9,0.12,0.12,0.12,4.3,0.2,0.2,0.2,5260,100,100,100,0.2,0.1,0.1,0.1,Cabrera 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C
Kepler-281 c,0.0938647,0.0622621,0.0622621,0.0622621,0.473726,0.183781,0.183781,0.183781,0.214705,0.00357842,0.00357842,0.00357842,36.337373,0.000111,0.000111,0.000111,,,,,,,,,,,,,0.899,0.347,0.347,0.347,4.531,0.3,0.3,0.3,5723,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-301 d,0.0129124,0.0115328,0.0115328,0.0115328,0.156125,0.0838612,0.0838612,0.0838612,0.112331,0.00187219,0.00187219,0.00187219,13.751243,0.000081,0.000081,0.000081,,,,,,,,,,,,,0.9,0.481,0.481,0.481,4.525,0.3,0.3,0.3,5815,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-370 b,0.011856,0.0104764,0.0104764,0.0104764,0.14185,0.0695869,0.0695869,0.0695869,0.0539702,0.000899503,0.000899503,0.000899503,4.57953,0.000041,0.000041,0.000041,,,,,,,,,,,,,0.9,0.416,0.416,0.416,4.531,0.3,0.3,0.3,5852,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-63 b,0.125283,0.00837019,0.00837019,0.00837019,0.545,0.01799,0.01799,0.01799,0.0869107,0.00144851,0.00144851,0.00144851,9.4341505,0.000001,0.000001,0.000001,,,,,,,,,0.984,0.035,0.039999999999999994,0.0375,0.901,0.027,0.022000000000000002,0.0245,4.52,0.02,0.02,0.02,5576,50,50,50,0.05,0.08,0.08,0.08,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.8128S
CoRoT-2 b,3.27527,0.170806,0.170806,0.170806,1.466,0.042,0.04399999999999999,0.043,0.0280884,0.000579142,0.000579142,0.000579142,1.7429935,0.000001,0.000001,0.000001,0.0143,0.0077,0.007599999999999999,0.00765,1.46523,0.07956,0.074256,0.076908,0.97,0.06,0.06,0.06,0.902,0.018,0.018,0.018,,,,,5625,120,120,120,,0,0,0,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G
